SID,semester_code,avg_score_mean,avg_score_min,score_pctile_mean,score_pctile_min,completion_rate_mean,completion_rate_min
19042983,F2024,0.0,0.0,0.15251702232253192,0.12857142857142856,0.20419753086419754,0.09259259259259259
19042983,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19043058,F2024,2.98974358974359,0.0,0.2029932127987224,0.1548223350253807,0.2458641975308642,0.09259259259259259
19043058,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19050013,F2024,64.685375,45.69475,0.9202407704654896,0.8685714285714285,1.0,1.0
19050013,SP2025,56.27722222222222,47.303333333333335,0.877172714383238,0.8273381294964028,0.9686293436293436,0.9642857142857143
19050037,F2024,97.8012962962963,97.8012962962963,0.9746192893401016,0.9746192893401016,1.0,1.0
19050037,SP2025,124.03509433962263,124.03509433962263,1.0,1.0,0.803030303030303,0.803030303030303
19050039,F2024,52.472527472527474,24.214285714285715,0.5502393038433647,0.35428571428571426,0.5907407407407407,0.48148148148148145
19050039,SP2025,0.0,0.0,0.24081609712230218,0.240625,0.18386568386568386,0.15151515151515152
19050076,F2024,46.395798319327724,43.60588235294117,0.6357070340826686,0.5228426395939086,0.587037037037037,0.32407407407407407
19050076,SP2025,41.21785714285714,36.85928571428571,0.6263938848920864,0.6125,0.5904995904995906,0.42424242424242425
19050081,F2024,43.07692307692308,43.07692307692308,0.46629213483146065,0.46629213483146065,0.52,0.52
19050081,SP2025,0.0,0.0,0.24087591240875914,0.24087591240875914,0.2857142857142857,0.2857142857142857
19050089,F2024,58.40925,52.3625,0.6037757371813153,0.5730337078651685,0.5746296296296296,0.5092592592592593
19050089,SP2025,0.0,0.0,0.24075045620437957,0.240625,0.2186147186147186,0.15151515151515152
19050101,F2024,46.3015,38.346000000000004,0.7230311820159536,0.4517766497461929,0.3194444444444444,0.1388888888888889
19050101,SP2025,54.048833333333334,44.94266666666667,0.7327113309352518,0.68125,0.5266175266175266,0.24242424242424243
19050111,F2024,2.604,2.604,0.3096446700507614,0.3096446700507614,0.1388888888888889,0.1388888888888889
19050111,SP2025,0.0,0.0,0.240625,0.240625,0.15151515151515152,0.15151515151515152
19050118,F2024,35.46914855072463,13.739166666666668,0.4841156675982433,0.350253807106599,0.5711111111111111,0.2222222222222222
19050118,SP2025,0.0,0.0,0.24075045620437957,0.240625,0.2186147186147186,0.15151515151515152
19050134,F2024,27.01105263157895,0.0,0.36673701020931954,0.1548223350253807,0.4262962962962963,0.09259259259259259
19050134,SP2025,19.867916666666666,0.0,0.42356295620437956,0.24087591240875914,0.413961038961039,0.36363636363636365
19050153,F2024,66.00842235539344,42.24605263157895,0.7505293691080493,0.6685714285714286,0.9425925925925926,0.9351851851851852
19050153,SP2025,81.66585213032582,55.0178947368421,0.9315422661870504,0.90625,0.9772727272727273,0.9545454545454546
19050157,F2024,24.76103703703704,0.0,0.3559204547614974,0.17415730337078653,0.2872222222222222,0.16666666666666666
19050189,F2024,17.202074074074076,0.0,0.3142670827527954,0.17415730337078653,0.3705555555555555,0.16666666666666666
19050189,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19050190,F2024,20.72517665130568,18.798095238095236,0.34877447425670777,0.33714285714285713,0.4847222222222222,0.19444444444444445
19050190,SP2025,17.337827956989244,16.17032258064516,0.5116456834532375,0.5107913669064749,0.5325552825552825,0.22727272727272727
19050208,F2024,86.84187663551401,82.6488,0.8898790851537102,0.8527918781725888,0.9953703703703703,0.9907407407407407
19050208,SP2025,93.5398652291105,65.11142857142856,0.9499543795620438,0.9124087591240876,0.9015151515151515,0.803030303030303
19050221,F2024,47.91336520815222,15.775714285714287,0.5318386824301385,0.30857142857142855,0.43283950617283956,0.26851851851851855
19050221,SP2025,3.375384615384616,0.0,0.32596793003553365,0.240625,0.26286026286026287,0.15151515151515152
19050233,F2024,36.37408910782704,25.007619047619052,0.5724366840216951,0.398876404494382,0.5778395061728395,0.26851851851851855
19050233,SP2025,38.26254945054945,20.355999999999998,0.656620542981673,0.525,0.47665847665847666,0.22727272727272727
19050296,F2024,0.0,0.0,0.15251702232253192,0.12857142857142856,0.20419753086419754,0.09259259259259259
19050296,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19050301,F2024,43.35732441471572,0.0,0.46998503502239314,0.12857142857142856,0.38197530864197526,0.2
19050301,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19050305,F2024,42.58393246187364,28.852777777777778,0.5377795884223763,0.39593908629441626,0.43222222222222223,0.16666666666666666
19050305,SP2025,34.92752625152625,25.054666666666666,0.5871384279437764,0.54375,0.3595413595413595,0.22727272727272727
19050313,F2024,65.09528484848485,46.0769696969697,0.9372873194221509,0.8914285714285715,0.9125,0.825
19050313,SP2025,0.0,0.0,0.2409415533266817,0.24087591240875914,0.25096525096525096,0.21621621621621623
19050342,F2024,30.640561594202897,0.0,0.515449071546716,0.1548223350253807,0.6041975308641976,0.09259259259259259
19050342,SP2025,25.202868686868687,0.0,0.519319817868333,0.240625,0.5263737763737764,0.15151515151515152
19050349,F2024,23.87565217391304,0.0,0.3669429348195104,0.17415730337078653,0.3878395061728395,0.26851851851851855
19050349,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19050352,F2024,54.19440364277321,39.679459459459466,0.6248730964467004,0.6,0.6754629629629629,0.42592592592592593
19050352,SP2025,0.0,0.0,0.24081609712230218,0.240625,0.18386568386568386,0.15151515151515152
19052454,F2024,55.33267857142857,27.965714285714284,0.5943582306018854,0.41714285714285715,0.43425925925925923,0.35
19052454,SP2025,17.62875,0.0,0.4111285971223022,0.24100719424460432,0.22932022932022933,0.21621621621621623
19052826,F2024,6.230769230769231,0.0,0.23565008025682183,0.17415730337078653,0.3225,0.32
19052826,SP2025,38.25432234432235,35.30769230769231,0.6013233209053195,0.583941605839416,0.5506756756756757,0.35135135135135137
19060015,F2024,38.7100873015873,5.5,0.5744453588199666,0.3299492385786802,0.657962962962963,0.1388888888888889
19060015,SP2025,32.375238095238096,0.0,0.5810135285931839,0.240625,0.3432978432978433,0.15151515151515152
19060027,F2024,70.2128787878788,46.81,0.9143147208121827,0.9086294416243654,0.8055555555555556,0.6111111111111112
19060027,SP2025,17.409545454545455,0.0,0.4260678956834532,0.240625,0.37305487305487306,0.15151515151515152
19060056,F2024,51.34575200066001,33.19304347826087,0.5629913659412319,0.449438202247191,0.5140123456790123,0.28703703703703703
19060056,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19060063,F2024,81.7928,81.7928,0.9157303370786517,0.9157303370786517,1.0,1.0
19060063,SP2025,67.25464285714285,67.25464285714285,0.9562043795620438,0.9562043795620438,1.0,1.0
19060077,SP2025,1.6020512820512822,0.0,0.32521103555112113,0.24087591240875914,0.23296673296673295,0.19696969696969696
19060131,F2024,58.013532061473235,34.77324324324324,0.6461228214550521,0.5428571428571428,0.9431481481481482,0.925
19060131,SP2025,66.69550505050505,41.44363636363636,0.7633681011395264,0.7122302158273381,0.8687258687258687,0.7142857142857143
19060138,F2024,13.4375,0.0,0.34306089469381545,0.17415730337078653,0.2862962962962963,0.1388888888888889
19060141,F2024,18.0,0.0,0.2908943135801061,0.1548223350253807,0.3262962962962963,0.09259259259259259
19060141,SP2025,0.0,0.0,0.24075045620437957,0.240625,0.2186147186147186,0.15151515151515152
19060160,F2024,38.80821714954639,21.402352941176474,0.4956753659086403,0.38202247191011235,0.6001234567901235,0.5
19060160,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19060172,F2024,60.076974789915965,58.088235294117645,0.6189043517937602,0.6142131979695431,0.4696296296296296,0.25925925925925924
19060172,SP2025,0.0,0.0,0.24075045620437957,0.240625,0.2186147186147186,0.15151515151515152
19060183,F2024,70.31757231040564,46.74514285714285,0.863764927633062,0.8089887640449438,0.9583333333333334,0.875
19060183,SP2025,73.29031594531595,53.75189189189189,0.8822433658912286,0.8321167883211679,0.9761904761904763,0.9285714285714286
19060191,F2024,72.03370833333334,44.739999999999995,0.8731610867126752,0.8,0.8969135802469136,0.7407407407407407
19060191,SP2025,60.357530864197535,39.57297297297298,0.7625242871396313,0.6762589928057554,0.8416305916305916,0.5606060606060606
19060197,F2024,74.17541358024691,48.173,0.93909330161084,0.8820224719101124,0.9866666666666667,0.96
19060197,SP2025,75.88548378522063,56.398421052631576,0.9319891167358084,0.86875,1.0,1.0
19060202,F2024,57.139714285714284,44.819428571428574,0.7737399678972713,0.7303370786516854,0.9175,0.875
19060202,SP2025,52.74504201680672,47.51294117647059,0.8222706506327785,0.7956204379562044,0.8344594594594594,0.75
19060204,F2024,25.09763440860215,0.0,0.34118030489444395,0.12857142857142856,0.26901234567901233,0.2
19060204,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19060227,F2024,46.54083333333334,20.19666666666667,0.5156490210297318,0.32571428571428573,0.3731481481481481,0.2962962962962963
19060227,SP2025,22.944761904761904,0.0,0.42987859712230214,0.24100719424460432,0.2671990171990172,0.21621621621621623
19060247,F2024,0.0,0.0,0.14169688179840462,0.12857142857142856,0.1462962962962963,0.09259259259259259
19060247,SP2025,0.0,0.0,0.24081609712230218,0.240625,0.18386568386568386,0.15151515151515152
19060249,F2024,46.39407828282828,37.46041666666667,0.574450030283031,0.43147208121827413,0.5507407407407408,0.2222222222222222
19060249,SP2025,1.1174358974358973,0.0,0.3211280063540409,0.240625,0.2773390273390273,0.15151515151515152
19060250,F2024,54.27144117647058,40.083,0.6153608569418756,0.5842696629213483,0.4920987654320988,0.2962962962962963
19060250,SP2025,0.0,0.0,0.24083603555112112,0.240625,0.21781521781521782,0.15151515151515152
19060258,F2024,70.20971975308642,45.0915,0.8586802030456853,0.7360406091370558,0.75,0.25
19060258,SP2025,32.650233918128656,0.0,0.5391648724815769,0.24087591240875914,0.3573183573183573,0.2727272727272727
19060340,F2024,47.82545454545454,47.82545454545454,0.5337078651685393,0.5337078651685393,0.88,0.88
19060345,F2024,38.45351648351648,21.02857142857143,0.48330291450407803,0.36548223350253806,0.3572222222222222,0.19444444444444445
19060345,SP2025,0.0,0.0,0.24075045620437957,0.240625,0.2186147186147186,0.15151515151515152
19060347,F2024,87.85699074074074,83.905,0.9278503393600639,0.8781725888324873,0.98,0.96
19060347,SP2025,79.89394886363637,56.04727272727273,0.7988366788321168,0.7664233576642335,0.8777056277056277,0.7857142857142857
19062552,SP2025,0.0,0.0,0.24081609712230218,0.240625,0.18386568386568386,0.15151515151515152
19062618,F2024,55.17863354037267,39.84857142857143,0.6820706260032103,0.6057142857142858,0.8975,0.875
19062618,SP2025,48.490178253119424,38.53212121212121,0.7287979835110014,0.6546762589928058,0.7495173745173744,0.6071428571428571
19062831,F2024,94.31277777777778,94.31277777777778,0.9137055837563451,0.9137055837563451,1.0,1.0
19062831,SP2025,105.08090909090909,105.08090909090909,0.8625,0.8625,1.0,1.0
19062878,F2024,0.0,0.0,0.14169688179840462,0.12857142857142856,0.1462962962962963,0.09259259259259259
19062878,SP2025,0.0,0.0,0.24081609712230218,0.240625,0.18386568386568386,0.15151515151515152
19070008,F2024,82.09796296296297,69.60000000000001,0.8299064621000399,0.7359550561797753,0.8400000000000001,0.68
19070008,SP2025,26.629428571428576,19.372857142857146,0.5434990875912409,0.5182481751824818,0.4772727272727273,0.45454545454545453
19070018,F2024,68.72066386775124,46.92540540540541,0.8870340826686004,0.8426395939086294,0.9393518518518519,0.925
19070018,SP2025,86.47790356394131,49.26222222222222,0.9321267985611511,0.8705035971223022,0.888001638001638,0.803030303030303
19070027,F2024,8.542028985507246,0.0,0.2353741651796748,0.1548223350253807,0.3291975308641975,0.09259259259259259
19070027,SP2025,0.0,0.0,0.24100719424460432,0.24100719424460432,0.21621621621621623,0.21621621621621623
19070029,F2024,88.73878148148148,79.4096,0.9390150002851765,0.8932584269662921,1.0,1.0
19070029,SP2025,81.84903981264637,64.10857142857142,0.8442062043795621,0.8125,0.8371212121212122,0.75
19070055,F2024,76.1296538011696,47.02789473684211,0.9610434744821331,0.9371428571428572,0.9833333333333334,0.95
19070055,SP2025,75.64712505168644,55.79736842105264,0.9209779621558227,0.85,0.9880952380952381,0.9642857142857143
19070059,F2024,88.34114341085271,79.56833333333334,0.9316717047852621,0.898876404494382,0.8781481481481481,0.7962962962962963
19070059,SP2025,93.05172790466733,73.4042105263158,0.9625,0.925,0.7408008658008658,0.6785714285714286
19070079,F2024,73.30938745412078,44.88162162162162,0.886578723658516,0.8228571428571428,0.975,0.925
19070079,SP2025,23.170434782608694,0.0,0.3981277022177878,0.24087591240875914,0.2834717834717835,0.21621621621621623
19070093,F2024,64.52683333333333,37.27,0.7110219911839715,0.5771428571428572,0.85,0.55
19070093,SP2025,76.58497835497835,58.59571428571429,0.7926094890510949,0.775,1.0,1.0
19070095,F2024,52.18132939244663,44.03793103448275,0.6566846735271991,0.5076142131979695,0.6830246913580247,0.32407407407407407
19070095,SP2025,45.369928698752226,36.58272727272727,0.719263093175095,0.59375,0.46664521664521663,0.3333333333333333
19070103,F2024,72.42618303571429,43.511428571428574,0.8660333575054386,0.7371428571428571,0.7337962962962963,0.5925925925925926
19070103,SP2025,52.38392494929006,32.40137931034483,0.6507419064748201,0.5827338129496403,0.6494676494676495,0.5151515151515151
19070116,F2024,82.20369072164948,70.908,0.8394170991843952,0.7752808988764045,0.9490740740740741,0.8981481481481481
19070116,SP2025,66.16611538461538,50.293461538461536,0.7248403284671533,0.6934306569343066,0.9567099567099567,0.9285714285714286
19070137,F2024,89.18633148148149,81.9472,0.940369588775452,0.9213483146067416,1.0,1.0
19070137,SP2025,83.22529220779221,61.10785714285714,0.864507299270073,0.8540145985401459,1.0,1.0
19070196,F2024,63.58124175528335,36.23441176470588,0.7063592735331742,0.5542857142857143,0.8206172839506173,0.76
19070196,SP2025,14.525641025641027,0.0,0.3600574467433353,0.240625,0.2773390273390273,0.15151515151515152
19070205,F2024,69.6224584579977,46.8168,0.8533156252291597,0.7865168539325843,0.745493827160494,0.625
19070205,SP2025,21.396888888888892,0.0,0.3918777022177878,0.24087591240875914,0.3188253188253188,0.21621621621621623
19070241,F2024,92.9162857142857,92.9162857142857,0.8984771573604061,0.8984771573604061,0.9722222222222222,0.9722222222222222
19070241,SP2025,64.1125,64.1125,0.6875,0.6875,0.24242424242424243,0.24242424242424243
19070244,F2024,0.0,0.0,0.14169688179840462,0.12857142857142856,0.1462962962962963,0.09259259259259259
19070244,SP2025,0.0,0.0,0.24081609712230218,0.240625,0.18386568386568386,0.15151515151515152
19072725,F2024,40.1251724137931,40.1251724137931,0.6228571428571429,0.6228571428571429,0.725,0.725
19072725,SP2025,36.24666666666666,36.24666666666666,0.6258992805755396,0.6258992805755396,0.7297297297297297,0.7297297297297297
19072751,F2024,26.903076923076924,26.903076923076924,0.4,0.4,0.325,0.325
19072751,SP2025,29.845714285714287,29.845714285714287,0.5755395683453237,0.5755395683453237,0.3783783783783784,0.3783783783783784
19082888,F2024,61.210437908496736,34.486000000000004,0.7000366112337822,0.5371428571428571,0.9814814814814815,0.9444444444444444
19082888,SP2025,62.96907023907024,34.4572972972973,0.7670410387018851,0.60431654676259,1.0,1.0
20003120,F2024,45.42934343434344,43.76777777777778,0.2660098522167488,0.26354679802955666,0.3037037037037037,0.2
20003120,SP2025,52.66560606060606,50.45454545454545,0.3674863387978142,0.2923497267759563,0.5180491551459293,0.2619047619047619
20003182,F2024,59.09790476190476,29.812,0.5283251231527094,0.18472906403940886,0.5,0.2222222222222222
20003182,SP2025,82.7117142857143,67.42,0.7076502732240437,0.5846994535519126,0.803763440860215,0.7741935483870968
20003290,F2024,60.12954248366013,54.23555555555556,0.4421182266009852,0.43103448275862066,0.41481481481481486,0.2
20003290,SP2025,51.638636363636365,43.72727272727273,0.36338797814207646,0.2459016393442623,0.3567588325652842,0.2619047619047619
20003356,F2024,56.17272727272727,45.07272727272727,0.550228310502283,0.3698630136986301,0.38176470588235295,0.3235294117647059
20003366,F2024,84.4315,78.15299999999999,0.8424657534246576,0.7899543378995434,0.8117647058823529,0.8
20003366,SP2025,85.42714285714285,83.04,0.7703488372093024,0.7558139534883721,0.8875562218890554,0.8620689655172413
20003488,F2024,53.549646464646464,53.28111111111111,0.35960591133004927,0.31527093596059114,0.3037037037037037,0.2
20003488,SP2025,71.23732954545454,65.5909090909091,0.6202185792349727,0.5027322404371585,0.3890168970814132,0.2619047619047619
20003504,F2024,69.04444444444444,57.08888888888888,0.6514778325123152,0.5394088669950738,0.43333333333333335,0.2
20003504,SP2025,60.500974025974024,57.09285714285714,0.46311475409836067,0.45901639344262296,0.3567588325652842,0.2619047619047619
20003505,F2024,69.67539682539682,57.08888888888888,0.6613300492610837,0.5394088669950738,0.48888888888888893,0.2
20003505,SP2025,74.61784511784512,67.27272727272727,0.6830601092896176,0.546448087431694,0.5664362519201229,0.2619047619047619
20003573,F2024,74.94383458646617,70.73052631578948,0.7118226600985222,0.7044334975369458,0.6,0.4222222222222222
20003573,SP2025,79.8709074074074,78.17481481481481,0.7131147540983607,0.6666666666666666,0.67357910906298,0.47619047619047616
20003577,F2024,96.26416666666665,92.52833333333332,0.9655172413793103,0.9310344827586207,0.6925925925925926,0.5333333333333333
20003577,SP2025,97.33780626780627,95.04740740740742,0.9658469945355191,0.9453551912568307,0.8997695852534562,0.8709677419354839
20003598,F2024,60.28208333333333,38.666666666666664,0.48645320197044334,0.18719211822660098,0.4555555555555556,0.35555555555555557
20003598,SP2025,88.70705128205128,79.27307692307691,0.8114754098360656,0.7868852459016393,0.8836405529953917,0.8387096774193549
20003609,F2024,80.62929667519182,75.3529411764706,0.7536945812807881,0.6551724137931034,0.5703703703703704,0.5111111111111111
20003609,SP2025,63.71373303167421,34.90823529411765,0.45901639344262296,0.18032786885245902,0.5837173579109063,0.5483870967741935
20003619,F2024,21.067857142857143,0.0,0.3162100456621004,0.2762557077625571,0.3682352941176471,0.17647058823529413
20003633,F2024,58.5771568627451,53.01764705882353,0.4704433497536946,0.2955665024630542,0.4481481481481482,0.26666666666666666
20003633,SP2025,19.116363636363637,0.0,0.1680327868852459,0.10655737704918032,0.2488479262672811,0.14285714285714285
20003729,F2024,74.43844444444444,57.08888888888888,0.7179802955665024,0.5394088669950738,0.4703703703703703,0.2
20003729,SP2025,55.022666666666666,38.0,0.4098360655737705,0.22404371584699453,0.37211981566820274,0.35714285714285715
20003731,F2024,75.21054545454545,63.90909090909091,0.7431506849315068,0.6278538812785388,0.5141176470588236,0.44
20003731,SP2025,60.54545454545455,60.54545454545455,0.5188953488372092,0.5058139534883721,0.3092203898050975,0.2391304347826087
20003761,F2024,75.63153846153847,67.95307692307692,0.7512315270935961,0.6945812807881774,0.5148148148148148,0.28888888888888886
20003761,SP2025,88.47684656084655,80.60740740740741,0.7923497267759563,0.7923497267759563,0.8521505376344086,0.8333333333333334
20003814,F2024,0.0,0.0,0.07758620689655173,0.0665024630541872,0.15555555555555556,0.08888888888888889
20003814,SP2025,53.08892045454545,42.26875,0.3674863387978142,0.2677595628415301,0.3890168970814132,0.2619047619047619
20003929,F2024,0.0,0.0,0.07758620689655173,0.0665024630541872,0.15555555555555556,0.08888888888888889
20003929,SP2025,0.0,0.0,0.0778688524590164,0.04918032786885246,0.16820276497695852,0.14285714285714285
20003966,F2024,72.30539682539683,57.08888888888888,0.7007389162561576,0.5394088669950738,0.48888888888888893,0.2
20003966,SP2025,76.18145454545456,65.5909090909091,0.6885245901639344,0.5027322404371585,0.4535330261136713,0.2619047619047619
20003973,F2024,57.765076923076926,56.484,0.43103448275862066,0.37438423645320196,0.35185185185185186,0.2222222222222222
20003993,F2024,49.86109632034632,19.636363636363637,0.49246231155778897,0.3065326633165829,0.4559065934065934,0.3333333333333333
20003993,SP2025,36.81776923076923,0.0,0.3263473053892215,0.10479041916167664,0.39875655490227235,0.1935483870967742
20004043,F2024,99.36956521739131,98.73913043478261,0.9901477832512315,0.9876847290640394,0.837037037037037,0.8222222222222222
20004043,SP2025,97.82814814814814,95.65629629629629,0.994535519125683,0.9890710382513661,0.8997695852534562,0.8709677419354839
20004159,F2024,12.181818181818182,0.0,0.12807881773399016,0.08866995073891626,0.24814814814814815,0.08888888888888889
20004159,SP2025,0.0,0.0,0.0778688524590164,0.04918032786885246,0.16820276497695852,0.14285714285714285
20004176,F2024,81.07201388888889,71.81625,0.8584474885844748,0.7808219178082192,0.5952941176470588,0.47058823529411764
20004176,SP2025,81.34133333333332,75.72266666666665,0.7659883720930232,0.6773255813953488,0.5940779610194902,0.32608695652173914
20004183,F2024,86.7299604743083,85.93818181818182,0.8596059113300492,0.8571428571428571,0.7925925925925925,0.7333333333333333
20004183,SP2025,73.86589743589744,68.35846153846154,0.6229508196721312,0.6010928961748634,0.8836405529953917,0.8387096774193549
